onset	duration	trial_type	key	RT
7	7	belief	2	2.208
20	7	belief	2	3.12
33	7	photo	2	1.671
46	7	belief	1	3.07
59	7	belief	2	2.272
72	7	photo	1	2.001
85	7	photo	2	3.325
98	7	belief	1	2.826
111	7	photo	2	2.325
124	7	belief	1	3.161
