onset	duration	trial_type	key	RT
7	7	belief	2	1.946
20	7	belief	2	2.055
33	7	photo	2	1.0
46	7	belief	1	3.897
59	7	belief	2	2.034
72	7	photo	1	1.4
85	7	photo	2	1.901
98	7	belief	1	1.499
111	7	photo	2	1.695
124	7	belief	1	1.408
