onset	duration	trial_type	key	RT
7	7	belief	2	3.005
20	7	belief	1	2.649
33	7	photo	1	3.806
46	7	belief	1	3.529
59	7	photo	1	1.836
72	7	belief	1	2.27
85	7	photo	0	0.0
98	7	belief	2	2.249
111	7	belief	1	1.555
124	7	photo	2	1.905
