onset	duration	trial_type	key	RT
7	7	belief	2	2.4
20	7	belief	0	0.0
33	7	photo	2	1.42
46	7	belief	2	2.402
59	7	belief	2	2.894
72	7	photo	1	2.89
85	7	photo	2	2.174
98	7	belief	1	2.138
111	7	photo	2	1.851
124	7	belief	2	2.966
