onset	duration	trial_type	key	RT
7	7	belief	4	2.718
20	7	belief	1	3.635
33	7	photo	4	2.185
46	7	belief	4	2.602
59	7	photo	1	2.233
72	7	belief	4	2.853
85	7	photo	4	3.248
98	7	belief	1	2.945
111	7	belief	1	2.499
124	7	photo	4	2.126
