onset	duration	trial_type	key	RT
7	7	belief	1	2.858
20	7	belief	1	2.513
33	7	photo	1	2.852
46	7	belief	1	2.473
59	7	belief	4	2.117
72	7	photo	1	2.346
85	7	photo	4	2.555
98	7	belief	4	3.074
111	7	photo	4	2.056
124	7	belief	4	1.824
