onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	2.421
33	7	photo	2	2.101
46	7	belief	0	0.0
59	7	belief	1	2.82
72	7	photo	1	2.667
85	7	photo	1	3.518
98	7	belief	1	2.411
111	7	photo	2	2.931
124	7	belief	2	3.2
