onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	1	2.567
33	7	photo	1	2.67
46	7	belief	2	3.921
59	7	photo	1	2.58
72	7	belief	1	3.586
85	7	photo	1	3.267
98	7	belief	2	2.468
111	7	belief	1	1.834
124	7	photo	2	1.866
