onset	duration	trial_type	key	RT
7	7	belief	1	2.525
20	7	belief	2	3.928
33	7	photo	0	0.0
46	7	belief	0	0.0
59	7	photo	2	2.117
72	7	belief	1	3.371
85	7	photo	2	2.487
98	7	belief	2	2.763
111	7	belief	2	3.407
124	7	photo	2	2.032
