onset	duration	trial_type	key	RT
7	7	belief	1	3.014
20	7	belief	2	3.396
33	7	photo	2	2.035
46	7	belief	2	3.02
59	7	belief	2	3.938
72	7	photo	1	3.446
85	7	photo	2	2.857
98	7	belief	1	3.344
111	7	photo	2	2.586
124	7	belief	1	3.456
