onset	duration	trial_type	key	RT
7	7	belief	2	2.508
20	7	belief	2	2.391
33	7	photo	2	1.569
46	7	belief	2	2.675
59	7	photo	1	1.767
72	7	belief	2	2.743
85	7	photo	2	2.955
98	7	belief	1	2.669
111	7	belief	1	2.209
124	7	photo	2	2.9
