onset	duration	trial_type	key	RT
7	7	belief	2	1.198
20	7	belief	1	1.588
33	7	photo	2	2.908
46	7	belief	0	0.0
59	7	belief	2	3.717
72	7	photo	1	3.827
85	7	photo	0	0.0
98	7	belief	1	2.794
111	7	photo	2	3.244
124	7	belief	0	0.0
