onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	3.76
33	7	photo	2	1.767
46	7	belief	2	2.797
59	7	photo	1	2.673
72	7	belief	2	2.756
85	7	photo	2	3.253
98	7	belief	1	2.053
111	7	belief	1	2.058
124	7	photo	0	0.0
