onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	3.213
33	7	photo	1	3.105
46	7	belief	1	2.89
59	7	belief	1	2.317
72	7	photo	1	2.573
85	7	photo	2	3.216
98	7	belief	0	0.0
111	7	photo	2	2.374
124	7	belief	1	3.718
