onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	3.241
33	7	photo	0	0.0
46	7	belief	1	3.214
59	7	belief	1	2.157
72	7	photo	2	3.42
85	7	photo	1	2.686
98	7	belief	2	3.106
111	7	photo	2	2.579
124	7	belief	1	2.168
