onset	duration	trial_type	key	RT
7	7	belief	2	2.871
20	7	belief	2	3.067
33	7	photo	2	1.861
46	7	belief	2	2.695
59	7	belief	2	3.603
72	7	photo	1	1.996
85	7	photo	2	3.776
98	7	belief	1	2.72
111	7	photo	2	2.856
124	7	belief	1	3.01
