onset	duration	trial_type	key	RT
7	7	belief	2	2.222
20	7	belief	2	2.638
33	7	photo	2	1.992
46	7	belief	1	2.771
59	7	photo	1	1.835
72	7	belief	2	2.503
85	7	photo	2	2.33
98	7	belief	1	2.126
111	7	belief	1	2.089
124	7	photo	2	2.766
