onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	2.428
33	7	photo	1	2.474
46	7	belief	1	2.258
59	7	belief	2	2.573
72	7	photo	1	1.987
85	7	photo	1	2.979
98	7	belief	2	2.278
111	7	photo	2	1.64
124	7	belief	1	1.782
