onset	duration	trial_type	key	RT
7	7	belief	2	3.587
20	7	belief	2	3.959
33	7	photo	2	1.59
46	7	belief	2	2.973
59	7	photo	1	2.653
72	7	belief	2	2.763
85	7	photo	2	2.655
98	7	belief	1	2.256
111	7	belief	1	3.054
124	7	photo	2	2.183
