onset	duration	trial_type	key	RT
7	7	belief	2	3.865
20	7	belief	2	2.38
33	7	photo	0	0.0
46	7	belief	1	3.136
59	7	belief	2	3.813
72	7	photo	0	0.0
85	7	photo	1	2.001
98	7	belief	2	3.139
111	7	photo	2	2.059
124	7	belief	1	2.758
