onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	2.99
33	7	photo	1	3.52
46	7	belief	1	3.393
59	7	photo	1	3.012
72	7	belief	1	2.513
85	7	photo	1	2.249
98	7	belief	2	3.021
111	7	belief	1	3.029
124	7	photo	2	2.75
