onset	duration	trial_type	key	RT
7	7	belief	2	3.457
20	7	belief	1	2.995
33	7	photo	0	0.0
46	7	belief	1	2.944
59	7	photo	1	2.167
72	7	belief	0	0.0
85	7	photo	2	2.414
98	7	belief	2	2.346
111	7	belief	2	2.978
124	7	photo	2	1.689
