onset	duration	trial_type	key	RT
7	7	belief	2	3.25
20	7	belief	2	3.784
33	7	photo	2	2.483
46	7	belief	2	3.973
59	7	photo	1	1.828
72	7	belief	2	2.395
85	7	photo	2	3.991
98	7	belief	1	2.213
111	7	belief	1	2.83
124	7	photo	2	1.802
