onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	3.233
33	7	photo	0	0.0
46	7	belief	1	3.532
59	7	belief	1	2.533
72	7	photo	1	2.866
85	7	photo	2	2.57
98	7	belief	2	2.935
111	7	photo	2	2.073
124	7	belief	1	2.978
