onset	duration	trial_type	key	RT
7	7	belief	2	3.175
20	7	belief	2	2.915
33	7	photo	2	1.587
46	7	belief	0	0.0
59	7	photo	1	2.583
72	7	belief	0	0.0
85	7	photo	2	2.761
98	7	belief	2	3.103
111	7	belief	0	0.0
124	7	photo	2	3.583
