onset	duration	trial_type	key	RT
7	7	belief	2	3.145
20	7	belief	1	3.113
33	7	photo	2	3.539
46	7	belief	0	0.0
59	7	photo	2	2.396
72	7	belief	1	2.117
85	7	photo	2	3.753
98	7	belief	1	3.189
111	7	belief	1	3.782
124	7	photo	2	2.447
