onset	duration	trial_type	key	RT
7	7	belief	2	2.496
20	7	belief	2	3.065
33	7	photo	2	2.206
46	7	belief	1	3.622
59	7	belief	2	2.848
72	7	photo	1	2.391
85	7	photo	2	3.455
98	7	belief	1	2.848
111	7	photo	2	2.603
124	7	belief	2	3.271
