onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	3.204
33	7	photo	2	3.078
46	7	belief	0	0.0
59	7	photo	1	2.076
72	7	belief	1	2.756
85	7	photo	2	2.916
98	7	belief	2	3.505
111	7	belief	1	3.272
124	7	photo	2	2.162
