onset	duration	trial_type	key	RT
7	7	belief	0	0.0
20	7	belief	2	2.586
33	7	photo	2	1.843
46	7	belief	2	3.335
59	7	belief	2	3.166
72	7	photo	1	3.287
85	7	photo	2	3.305
98	7	belief	1	2.897
111	7	photo	1	3.258
124	7	belief	1	2.257
