onset	duration	trial_type	key	RT
7	7	belief	2	2.495
20	7	belief	2	2.113
33	7	photo	2	2.601
46	7	belief	1	2.983
59	7	belief	2	2.622
72	7	photo	1	2.014
85	7	photo	2	3.198
98	7	belief	1	2.279
111	7	photo	2	2.511
124	7	belief	0	0.0
