onset	duration	trial_type	key	RT
7	7	belief	2	2.96
20	7	belief	2	3.275
33	7	photo	2	1.719
46	7	belief	1	3.582
59	7	photo	1	1.913
72	7	belief	2	2.478
85	7	photo	2	2.406
98	7	belief	1	2.587
111	7	belief	1	2.33
124	7	photo	2	2.186
