onset	duration	trial_type	key	RT
7	7	belief	2	3.321
20	7	belief	2	3.872
33	7	photo	2	1.504
46	7	belief	2	2.115
59	7	belief	2	2.228
72	7	photo	2	3.607
85	7	photo	2	2.882
98	7	belief	1	2.266
111	7	photo	2	2.48
124	7	belief	1	1.466
